case_mode	case_n	case_seed	call_idx	candidate_idx	cand_kind	cand_is_same_side_reject	cand_is_accepted	cand_is_other_reject	candidate_elapsed_ms	cand_same_side_probe_ms	cand_same_side_probe_queue_ms	cand_same_side_probe_neighbor_iter_ms	cand_same_side_probe_found_t	cand_same_side_probe_visited_vertices	cand_third_comp_scan_ms	cand_bfs_total_ms	cand_bfs_neighbor_iter_ms	cand_partition_ms	cand_connectivity_check_ms	cand_accept	cand_reject_reason
comb_dense	256	1	1	28	separator_candidate	1	0	0	5.389	2.540	0.030	2.487	1	254	0.000	2.540	2.487	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	29	separator_candidate	1	0	0	5.253	2.532	0.024	2.493	1	254	0.000	2.532	2.493	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	30	separator_candidate	1	0	0	2.262	1.085	0.016	1.054	1	254	0.000	1.085	1.054	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	31	separator_candidate	1	0	0	5.215	2.591	0.029	2.534	1	254	0.000	2.591	2.534	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	32	separator_candidate	1	0	0	5.128	2.470	0.029	2.409	1	254	0.000	2.470	2.409	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	33	separator_candidate	1	0	0	3.481	1.577	0.027	1.527	1	254	0.000	1.577	1.527	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	34	separator_candidate	1	0	0	3.713	1.917	0.023	1.579	1	254	0.000	1.917	1.579	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	35	separator_candidate	1	0	0	2.551	1.163	0.017	1.132	1	254	0.000	1.163	1.132	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	36	separator_candidate	1	0	0	3.927	1.977	0.019	1.923	1	254	0.000	1.977	1.923	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	37	separator_candidate	1	0	0	3.404	1.552	0.025	1.498	1	254	0.000	1.552	1.498	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	38	separator_candidate	1	0	0	3.370	1.602	0.027	1.552	1	254	0.000	1.602	1.552	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	39	separator_candidate	1	0	0	4.819	2.402	0.023	2.364	1	254	0.000	2.402	2.364	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	40	separator_candidate	1	0	0	4.677	2.465	0.023	2.415	1	254	0.000	2.465	2.415	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	41	separator_candidate	1	0	0	4.870	2.275	0.032	2.211	1	254	0.000	2.275	2.211	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	42	separator_candidate	1	0	0	4.816	2.328	0.032	2.265	1	254	0.000	2.328	2.265	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	43	separator_candidate	1	0	0	3.652	1.902	0.025	1.856	1	254	0.000	1.902	1.856	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	44	separator_candidate	1	0	0	4.219	2.094	0.030	2.041	1	254	0.000	2.094	2.041	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	45	separator_candidate	1	0	0	3.930	1.860	0.047	1.791	1	254	0.000	1.860	1.791	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	46	separator_candidate	1	0	0	2.254	1.089	0.015	1.059	1	254	0.000	1.089	1.059	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	47	separator_candidate	1	0	0	3.303	1.419	0.018	1.374	1	254	0.000	1.419	1.374	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	48	separator_candidate	1	0	0	3.604	2.000	0.018	1.958	1	254	0.000	2.000	1.958	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	49	separator_candidate	1	0	0	4.557	2.162	0.024	2.115	1	254	0.000	2.162	2.115	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	50	separator_candidate	1	0	0	4.983	2.375	0.058	2.285	1	254	0.000	2.375	2.285	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	51	separator_candidate	1	0	0	2.870	1.283	0.026	1.235	1	254	0.000	1.283	1.235	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	52	separator_candidate	1	0	0	4.672	2.103	0.032	2.056	1	254	0.000	2.103	2.056	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	53	separator_candidate	1	0	0	2.252	1.085	0.016	1.054	1	254	0.000	1.085	1.054	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	54	separator_candidate	1	0	0	2.237	1.079	0.016	1.048	1	254	0.000	1.079	1.048	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	55	separator_candidate	1	0	0	5.109	2.086	0.025	2.042	1	254	0.000	2.086	2.042	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	56	separator_candidate	1	0	0	3.188	1.492	0.020	1.447	1	254	0.000	1.492	1.447	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	57	separator_candidate	1	0	0	3.166	1.216	0.018	1.176	1	254	0.000	1.216	1.176	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	58	separator_candidate	1	0	0	4.817	2.286	0.032	2.223	1	254	0.000	2.286	2.223	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	59	separator_candidate	1	0	0	5.602	2.287	0.031	2.225	1	254	0.000	2.287	2.225	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	60	separator_candidate	1	0	0	4.530	2.184	0.030	2.131	1	254	0.000	2.184	2.131	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	61	separator_candidate	1	0	0	3.803	1.747	0.021	1.703	1	254	0.000	1.747	1.703	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	62	separator_candidate	1	0	0	3.412	1.527	0.019	1.493	1	254	0.000	1.527	1.493	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	63	separator_candidate	1	0	0	5.524	2.840	0.021	2.784	1	254	0.000	2.840	2.784	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	64	separator_candidate	1	0	0	4.909	2.295	0.032	2.230	1	254	0.000	2.295	2.230	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	65	separator_candidate	1	0	0	4.991	2.360	0.031	2.294	1	254	0.000	2.360	2.294	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	66	separator_candidate	1	0	0	5.433	2.783	0.023	2.736	1	254	0.000	2.783	2.736	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	67	separator_candidate	1	0	0	4.970	2.325	0.032	2.262	1	254	0.000	2.325	2.262	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	68	separator_candidate	1	0	0	5.688	2.541	0.032	2.478	1	254	0.000	2.541	2.478	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	69	separator_candidate	1	0	0	4.237	1.896	0.028	1.827	1	254	0.000	1.896	1.827	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	70	separator_candidate	1	0	0	4.970	2.205	0.028	2.151	1	254	0.000	2.205	2.151	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	71	separator_candidate	1	0	0	4.909	2.307	0.032	2.243	1	254	0.000	2.307	2.243	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	72	separator_candidate	1	0	0	2.901	1.343	0.017	1.311	1	254	0.000	1.343	1.311	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	73	separator_candidate	1	0	0	5.078	2.302	0.025	2.253	1	254	0.000	2.302	2.253	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	74	separator_candidate	1	0	0	3.886	2.165	0.666	1.455	1	254	0.000	2.165	1.455	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	75	separator_candidate	1	0	0	3.676	1.700	0.020	1.665	1	254	0.000	1.700	1.665	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	76	separator_candidate	1	0	0	4.666	2.365	0.022	2.319	1	254	0.000	2.365	2.319	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	77	separator_candidate	1	0	0	4.743	2.252	0.040	2.189	1	254	0.000	2.252	2.189	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	78	separator_candidate	1	0	0	4.670	2.133	0.032	2.070	1	254	0.000	2.133	2.070	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	79	separator_candidate	1	0	0	3.383	1.739	0.026	1.674	1	254	0.000	1.739	1.674	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	80	separator_candidate	1	0	0	3.938	1.602	0.040	1.547	1	254	0.000	1.602	1.547	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	81	separator_candidate	1	0	0	6.247	2.300	0.024	2.254	1	254	0.000	2.300	2.254	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	82	separator_candidate	1	0	0	4.367	2.007	0.028	1.958	1	254	0.000	2.007	1.958	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	83	separator_candidate	1	0	0	4.132	1.959	0.021	1.915	1	254	0.000	1.959	1.915	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	84	separator_candidate	1	0	0	6.209	2.207	0.032	2.144	1	254	0.000	2.207	2.144	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	85	separator_candidate	1	0	0	2.880	1.428	0.025	1.380	1	254	0.000	1.428	1.380	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	86	separator_candidate	1	0	0	4.578	2.111	0.027	2.034	1	254	0.000	2.111	2.034	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	87	separator_candidate	1	0	0	4.093	1.947	0.025	1.887	1	254	0.000	1.947	1.887	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	88	separator_candidate	1	0	0	2.253	1.084	0.016	1.053	1	254	0.000	1.084	1.053	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	89	separator_candidate	1	0	0	4.750	2.628	0.023	2.590	1	254	0.000	2.628	2.590	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	90	separator_candidate	1	0	0	5.583	3.227	0.032	3.169	1	254	0.000	3.227	3.169	0.000	0.000	0	same_side_reject
